countyName,ccsName,nHosp
San Luis Obispo,Adjustment disorders,57
San Luis Obispo,Alcohol-related disorders,351
San Luis Obispo,Anal and rectal conditions,28
San Luis Obispo,Anxiety disorders,45
San Luis Obispo,Aortic; peripheral; and visceral artery aneurysms,65
San Luis Obispo,Appendicitis and other appendiceal conditions,193
San Luis Obispo,Aspiration pneumonitis; food/vomitus,98
San Luis Obispo,Asthma,86
San Luis Obispo,Benign neoplasm of uterus,89
San Luis Obispo,Biliary tract disease,256
San Luis Obispo,Burns,22
San Luis Obispo,Cancer of bladder,27
San Luis Obispo,Cancer of brain and nervous system,35
San Luis Obispo,Cancer of breast,41
San Luis Obispo,Cancer of bronchus; lung,80
San Luis Obispo,Cancer of colon,78
San Luis Obispo,Cancer of head and neck,29
San Luis Obispo,Cancer of kidney and renal pelvis,35
San Luis Obispo,Cancer of ovary,28
San Luis Obispo,Cancer of prostate,97
San Luis Obispo,Cancer of rectum and anus,23
San Luis Obispo,Cancer of uterus,32
San Luis Obispo,Cardiac and circulatory congenital anomalies,41
San Luis Obispo,Cardiac dysrhythmias,286
San Luis Obispo,Chronic obstructive pulmonary disease and bronchiectasis,309
San Luis Obispo,Chronic ulcer of skin,29
San Luis Obispo,Complication of device; implant or graft,415
San Luis Obispo,Complications of surgical procedures or medical care,348
San Luis Obispo,Conditions associated with dizziness or vertigo,25
San Luis Obispo,Conduction disorders,44
San Luis Obispo,Congestive heart failure; nonhypertensive,344
San Luis Obispo,Coronary atherosclerosis and other heart disease,182
San Luis Obispo,Crushing injury or internal injury,79
San Luis Obispo,Deficiency and other anemia,75
San Luis Obispo,"Delirium, dementia, and amnestic and other cognitive disorders",42
San Luis Obispo,Diabetes mellitus with complications,264
San Luis Obispo,Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium,126
San Luis Obispo,Disorders of teeth and jaw,21
San Luis Obispo,Diverticulosis and diverticulitis,166
San Luis Obispo,Early or threatened labor,70
San Luis Obispo,Epilepsy; convulsions,155
San Luis Obispo,Esophageal disorders,90
San Luis Obispo,Fetal distress and abnormal forces of labor,46
San Luis Obispo,Fetopelvic disproportion; obstruction,39
San Luis Obispo,Fever of unknown origin,21
San Luis Obispo,Fluid and electrolyte disorders,167
San Luis Obispo,Fracture of lower limb,216
San Luis Obispo,Fracture of neck of femur (hip),357
San Luis Obispo,Fracture of upper limb,91
San Luis Obispo,Gangrene,21
San Luis Obispo,Gastritis and duodenitis,24
San Luis Obispo,Gastrointestinal hemorrhage,285
San Luis Obispo,Headache; including migraine,26
San Luis Obispo,Heart valve disorders,129
San Luis Obispo,Hemolytic jaundice and perinatal jaundice,27
San Luis Obispo,Hemorrhage during pregnancy; abruptio placenta; placenta previa,33
San Luis Obispo,Hypertension with complications and secondary hypertension,140
San Luis Obispo,Infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease),61
San Luis Obispo,Influenza,23
San Luis Obispo,Intestinal infection,113
San Luis Obispo,Intestinal obstruction without hernia,346
San Luis Obispo,Intracranial injury,145
San Luis Obispo,Late effects of cerebrovascular disease,120
San Luis Obispo,Leukemias,29
San Luis Obispo,Maintenance chemotherapy; radiotherapy,64
San Luis Obispo,Malaise and fatigue,29
San Luis Obispo,Malposition; malpresentation,104
San Luis Obispo,Meningitis (except that caused by tuberculosis or sexually transmitted disease),24
San Luis Obispo,Menstrual disorders,30
San Luis Obispo,Miscellaneous mental health disorders,26
San Luis Obispo,Mood disorders,779
San Luis Obispo,Nausea and vomiting,21
San Luis Obispo,Neoplasms of unspecified nature or uncertain behavior,37
San Luis Obispo,Non-Hodgkin`s lymphoma,28
San Luis Obispo,Noninfectious gastroenteritis,53
San Luis Obispo,Nonspecific chest pain,56
San Luis Obispo,Occlusion or stenosis of precerebral arteries,82
San Luis Obispo,Osteoarthritis,1308
San Luis Obispo,Other acquired deformities,76
San Luis Obispo,Other aftercare,172
San Luis Obispo,Other and ill-defined cerebrovascular disease,28
San Luis Obispo,Other and unspecified benign neoplasm,92
San Luis Obispo,Other bone disease and musculoskeletal deformities,29
San Luis Obispo,Other circulatory disease,37
San Luis Obispo,Other congenital anomalies,37
San Luis Obispo,Other connective tissue disease,112
San Luis Obispo,Other diseases of kidney and ureters,44
San Luis Obispo,Other disorders of stomach and duodenum,37
San Luis Obispo,Other endocrine disorders,44
San Luis Obispo,Other female genital disorders,23
San Luis Obispo,Other fractures,204
San Luis Obispo,Other gastrointestinal disorders,158
San Luis Obispo,Other injuries and conditions due to external causes,55
San Luis Obispo,Other liver diseases,66
San Luis Obispo,Other lower respiratory disease,57
San Luis Obispo,Other nervous system disorders,205
San Luis Obispo,Other non-traumatic joint disorders,24
San Luis Obispo,Other nutritional; endocrine; and metabolic disorders,205
San Luis Obispo,Other perinatal conditions,36
San Luis Obispo,Other pregnancy and delivery including normal,134
San Luis Obispo,Other upper respiratory infections,25
San Luis Obispo,Pancreatic disorders (not diabetes),179
San Luis Obispo,Pathological fracture,56
San Luis Obispo,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),44
San Luis Obispo,Peripheral and visceral atherosclerosis,76
San Luis Obispo,Phlebitis; thrombophlebitis and thromboembolism,42
San Luis Obispo,Pleurisy; pneumothorax; pulmonary collapse,70
San Luis Obispo,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),456
San Luis Obispo,Poisoning by other medications and drugs,68
San Luis Obispo,Prolapse of female genital organs,50
San Luis Obispo,Pulmonary heart disease,114
San Luis Obispo,Regional enteritis and ulcerative colitis,54
San Luis Obispo,Residual codes; unclassified,60
San Luis Obispo,Respiratory failure; insufficiency; arrest (adult),300
San Luis Obispo,Schizophrenia and other psychotic disorders,286
San Luis Obispo,Secondary malignancies,119
San Luis Obispo,Septicemia (except in labor),1357
San Luis Obispo,Skin and subcutaneous tissue infections,247
San Luis Obispo,Skull and face fractures,22
San Luis Obispo,Spondylosis; intervertebral disc disorders; other back problems,519
San Luis Obispo,Substance-related disorders,104
San Luis Obispo,Suicide and intentional self-inflicted injury,78
San Luis Obispo,Superficial injury; contusion,23
San Luis Obispo,Syncope,47
San Luis Obispo,Transient cerebral ischemia,52
San Luis Obispo,Umbilical cord complication,105
San Luis Obispo,Urinary tract infections,268
San Luis Obispo,Viral infection,25
San Mateo,Abdominal hernia,212
San Mateo,Abdominal pain,76
San Mateo,Acute and chronic tonsillitis,32
San Mateo,Acute and unspecified renal failure,560
San Mateo,Acute bronchitis,161
San Mateo,Acute cerebrovascular disease,1112
San Mateo,Acute myocardial infarction,872
San Mateo,Acute posthemorrhagic anemia,34
San Mateo,Adjustment disorders,62
San Mateo,Alcohol-related disorders,552
San Mateo,Allergic reactions,38
San Mateo,Anal and rectal conditions,83
San Mateo,Anxiety disorders,56
San Mateo,Aortic and peripheral arterial embolism or thrombosis,43
San Mateo,Aortic; peripheral; and visceral artery aneurysms,146
San Mateo,Appendicitis and other appendiceal conditions,446
San Mateo,Aspiration pneumonitis; food/vomitus,246
San Mateo,Asthma,224
San Mateo,Bacterial infection; unspecified site,54
San Mateo,Benign neoplasm of uterus,162
San Mateo,Biliary tract disease,628
San Mateo,Burns,37
San Mateo,Calculus of urinary tract,67
San Mateo,Cancer of bladder,41
San Mateo,Cancer of bone and connective tissue,33
San Mateo,Cancer of brain and nervous system,88
San Mateo,Cancer of breast,101
San Mateo,Cancer of bronchus; lung,199
San Mateo,Cancer of colon,177
San Mateo,Cancer of esophagus,24
San Mateo,Cancer of head and neck,50
San Mateo,Cancer of kidney and renal pelvis,85
San Mateo,Cancer of liver and intrahepatic bile duct,47
San Mateo,Cancer of other GI organs; peritoneum,48
San Mateo,Cancer of ovary,51
San Mateo,Cancer of pancreas,77
San Mateo,Cancer of prostate,80
San Mateo,Cancer of rectum and anus,64
San Mateo,Cancer of stomach,62
San Mateo,Cancer of thyroid,36
San Mateo,Cancer of uterus,59
San Mateo,Cancer; other and unspecified primary,21
San Mateo,Cardiac and circulatory congenital anomalies,94
San Mateo,Cardiac arrest and ventricular fibrillation,35
San Mateo,Cardiac dysrhythmias,806
San Mateo,Chronic obstructive pulmonary disease and bronchiectasis,443
San Mateo,Chronic ulcer of skin,79
San Mateo,Coagulation and hemorrhagic disorders,47
San Mateo,Complication of device; implant or graft,851
San Mateo,Complications of surgical procedures or medical care,613
San Mateo,Conditions associated with dizziness or vertigo,38
San Mateo,Conduction disorders,127
San Mateo,Congestive heart failure; nonhypertensive,1057
San Mateo,Coronary atherosclerosis and other heart disease,462
San Mateo,Crushing injury or internal injury,103
San Mateo,Deficiency and other anemia,144
San Mateo,"Delirium, dementia, and amnestic and other cognitive disorders",130
San Mateo,Diabetes mellitus with complications,584
San Mateo,Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium,396
San Mateo,Digestive congenital anomalies,33
San Mateo,Diseases of mouth; excluding dental,36
San Mateo,Diseases of white blood cells,109
San Mateo,Disorders of teeth and jaw,47
San Mateo,Diverticulosis and diverticulitis,375
San Mateo,Early or threatened labor,257
San Mateo,Encephalitis (except that caused by tuberculosis or sexually transmitted disease),26
San Mateo,Endometriosis,22
San Mateo,Epilepsy; convulsions,281
San Mateo,Esophageal disorders,148
San Mateo,Essential hypertension,35
San Mateo,Fetal distress and abnormal forces of labor,246
San Mateo,Fetopelvic disproportion; obstruction,78
San Mateo,Fever of unknown origin,45
San Mateo,Fluid and electrolyte disorders,422
San Mateo,Fracture of lower limb,351
San Mateo,Fracture of neck of femur (hip),589
San Mateo,Fracture of upper limb,214
San Mateo,Gangrene,36
San Mateo,Gastritis and duodenitis,64
San Mateo,Gastroduodenal ulcer (except hemorrhage),42
San Mateo,Gastrointestinal hemorrhage,510
San Mateo,Genitourinary symptoms and ill-defined conditions,50
San Mateo,Gout and other crystal arthropathies,22
San Mateo,Headache; including migraine,55
San Mateo,Heart valve disorders,281
San Mateo,Hemolytic jaundice and perinatal jaundice,223
San Mateo,Hemorrhage during pregnancy; abruptio placenta; placenta previa,138
San Mateo,Hemorrhoids,56
San Mateo,Hepatitis,25
San Mateo,HIV infection,34
San Mateo,Hyperplasia of prostate,42
San Mateo,Hypertension with complications and secondary hypertension,611
San Mateo,Infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease),124
San Mateo,Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitteddisease),25
San Mateo,Inflammatory conditions of male genital organs,23
San Mateo,Inflammatory diseases of female pelvic organs,47
San Mateo,Influenza,77
San Mateo,Intestinal infection,197
San Mateo,Intestinal obstruction without hernia,587
San Mateo,Intracranial injury,407
San Mateo,Joint disorders and dislocations; trauma-related,31
San Mateo,Late effects of cerebrovascular disease,224
San Mateo,Leukemias,74
San Mateo,Maintenance chemotherapy; radiotherapy,384
San Mateo,Malaise and fatigue,28
San Mateo,Malignant neoplasm without specification of site,21
San Mateo,Malposition; malpresentation,322
San Mateo,Meningitis (except that caused by tuberculosis or sexually transmitted disease),51
San Mateo,Miscellaneous mental health disorders,78
San Mateo,Mood disorders,1774
San Mateo,Nausea and vomiting,41
San Mateo,Neoplasms of unspecified nature or uncertain behavior,60
San Mateo,Non-Hodgkin`s lymphoma,74
San Mateo,Noninfectious gastroenteritis,92
San Mateo,Nonspecific chest pain,164
San Mateo,Occlusion or stenosis of precerebral arteries,70
San Mateo,Open wounds of extremities,57
San Mateo,Open wounds of head; neck; and trunk,46
San Mateo,Osteoarthritis,2181
San Mateo,Other acquired deformities,121
San Mateo,Other aftercare,140
San Mateo,Other and ill-defined cerebrovascular disease,52
San Mateo,Other and ill-defined heart disease,25
San Mateo,Other and unspecified benign neoplasm,212
San Mateo,Other bone disease and musculoskeletal deformities,57
San Mateo,Other circulatory disease,86
San Mateo,Other congenital anomalies,77
San Mateo,Other connective tissue disease,191
San Mateo,Other diseases of bladder and urethra,26
San Mateo,Other diseases of kidney and ureters,130
San Mateo,Other diseases of veins and lymphatics,37
San Mateo,Other disorders of stomach and duodenum,69
San Mateo,Other endocrine disorders,92
San Mateo,Other female genital disorders,44
San Mateo,Other fractures,407
San Mateo,Other gastrointestinal disorders,263
San Mateo,Other hereditary and degenerative nervous system conditions,31
San Mateo,Other injuries and conditions due to external causes,121
San Mateo,Other liver diseases,168
San Mateo,Other lower respiratory disease,137
San Mateo,Other nervous system disorders,402
San Mateo,Other non-traumatic joint disorders,43
San Mateo,Other nutritional; endocrine; and metabolic disorders,289
